product_id,ten_san_pham,loai,thanh_phan,quy_cach,cong_dung,trieu_chung,nguyen_nhan,doi_tuong_cay_trong,thoi_diem_xu_ly,huong_dan_su_dung,an_toan_su_dung,gia,url_img
sp216,PHÂN BÓN LÁ SILIC HỮU CƠ,phan_bon,SiO2: 18%; K2O: 8%; chiết xuất thực vật; phụ gia thấm,Chai 500ml,"Tăng độ cứng thân lá, giảm đổ ngã, hỗ trợ chống chịu sâu bệnh","Lúa yếu cây, rau mềm lá, cây dễ đổ sau mưa gió",Thiếu Silic hoặc bón thừa đạm làm mô cây mềm yếu,"Lúa, rau màu, dưa, hoa, cây ăn trái","Giai đoạn sinh trưởng mạnh, trước mùa mưa, trước làm đòng",Pha 20-30ml/bình 16 lít; phun 2 lần cách 7 ngày,Không pha với sản phẩm có tính acid/kiềm quá mạnh; lắc đều trước dùng,Khoảng 85.000 - 125.000 VNĐ,IMG/sp216
sp217,VI LƯỢNG MANGAN CHELATE,phan_bon,Mn-EDTA: 13%; dạng bột tan nước,Gói 250g,"Bổ sung Mangan, tăng quang hợp, hỗ trợ cây khắc phục vàng lá do thiếu Mn","Lá non vàng lốm đốm, gân xanh nhẹ, cây chậm lớn",Thiếu Mangan trên đất pH cao hoặc đất bón vôi nhiều,"Cây ăn trái, rau màu, lúa, cà phê, hoa",Khi xuất hiện vàng lá sinh lý hoặc giai đoạn ra đọt non,Pha 10-20g/bình 16 lít; phun 2 lần cách nhau 7-10 ngày,Không pha với thuốc kiềm mạnh; tránh lạm dụng gây mất cân đối vi lượng,Khoảng 55.000 - 85.000 VNĐ,IMG/sp217
sp218,VI LƯỢNG ĐỒNG CHELATE Cu-EDTA,phan_bon,Cu-EDTA: 14%; phụ gia tan nhanh,Gói 100g,"Bổ sung Đồng vi lượng, hỗ trợ hình thành enzyme và tăng sức chống chịu","Lá non xoăn nhẹ, đọt yếu, cây dễ nhiễm bệnh",Thiếu Đồng trên đất hữu cơ cao hoặc bón mất cân đối vi lượng,"Cây ăn trái, rau màu, hoa, lúa","Giai đoạn ra đọt, trước mùa bệnh hoặc khi có biểu hiện thiếu vi lượng",Pha 5-10g/bình 16 lít; phun nhẹ đều tán,Đồng dễ gây xót nếu quá liều; không pha với sản phẩm kiềm mạnh,Khoảng 45.000 - 70.000 VNĐ,IMG/sp218
sp219,AMINO CANXI MAGIE,phan_bon,"CaO: 10%; MgO: 5%; amino acid: 8%; Bo: 0,5%",Chai 500ml,"Bổ sung Canxi-Magie dạng dễ hấp thu, giảm vàng lá và nứt trái","Lá già vàng, trái mềm, cuống yếu, vỏ trái mỏng",Thiếu Canxi/Magie hoặc rễ vận chuyển dinh dưỡng kém,"Cà chua, ớt, dưa, cam quýt, sầu riêng, xoài","Giai đoạn nuôi trái, ra lá non, sau mưa dầm",Pha 20-30ml/bình 16 lít; phun định kỳ 7 ngày/lần,Không pha với phosphate/sulfate đậm đặc; phun chiều mát,Khoảng 90.000 - 135.000 VNĐ,IMG/sp219
sp220,NPK 6-32-32 + TE,phan_bon,"N: 6%; P2O5: 32%; K2O: 32%; Mg, B, Zn",Gói 500g,"Hỗ trợ ra hoa, đậu trái và dưỡng trái non chắc khỏe","Hoa rụng, trái non vàng, cây ra đọt thay vì ra hoa",Thiếu Lân-Kali hoặc mất cân đối dinh dưỡng trước ra hoa,"Xoài, nhãn, vải, sầu riêng, thanh long, rau ăn trái",Trước ra hoa và sau đậu trái non,Pha 20-30g/bình 16 lít; phun 2-3 lần cách nhau 7 ngày,Không phun lúc nắng gắt; không dùng cho cây đang suy rễ nặng,Khoảng 65.000 - 95.000 VNĐ,IMG/sp220
sp221,ABAMECTIN 1.8EC,thuoc_tru_sau,Abamectin: 18g/lít; dung môi và phụ gia nhũ hóa,Chai 100ml,"Trừ nhện đỏ, sâu tơ, bọ trĩ, sâu cuốn lá non","Lá bạc màu, xoăn đọt, mặt dưới lá có nhện hoặc bọ trĩ",Nhện và côn trùng chích hút/ăn biểu bì gây hại trên lá non,"Rau màu, hoa, ớt, dưa, cam quýt, chè","Khi sâu nhện mới phát sinh, mật số thấp đến trung bình",Pha 10-15ml/bình 16 lít; phun kỹ mặt dưới lá,Không phun gần ao cá; mang đồ bảo hộ và tuân thủ thời gian cách ly,Khoảng 35.000 - 55.000 VNĐ,IMG/sp221
sp222,ABAMECTIN + EMAMECTIN 5WG,thuoc_tru_sau,Abamectin: 2%; Emamectin benzoate: 3%; dạng WG,Gói 100g,"Trừ sâu tơ, sâu xanh, sâu khoang, nhện và bọ trĩ ở mật số vừa","Lá bị ăn khuyết, đọt bạc, sâu non xuất hiện nhiều",Sâu non bộ cánh vảy và côn trùng nhỏ phát sinh nhanh trong thời tiết nóng ẩm,"Rau cải, ớt, dưa, cà chua, hoa","Phun khi sâu tuổi nhỏ, trước khi sâu đục sâu vào trái",Pha 5-8g/bình 16 lít; phun ướt đều tán lá,Luân phiên hoạt chất; tránh phun khi cây đang ra hoa có ong,Khoảng 45.000 - 75.000 VNĐ,IMG/sp222
sp223,EMAMECTIN 2.0EC,thuoc_tru_sau,Emamectin benzoate: 20g/lít,Chai 100ml,"Đặc trị sâu ăn lá, sâu tơ, sâu xanh da láng, sâu đục trái tuổi nhỏ","Lá thủng lỗ, búp non bị ăn, trái có lỗ đục nhỏ",Sâu non gây hại mạnh ở giai đoạn cây ra lá non và trái non,"Rau màu, bắp, đậu, ớt, cà chua, cây ăn trái",Khi sâu mới nở hoặc sâu tuổi 1-2,Pha 8-12ml/bình 16 lít; phun chiều mát,Không sử dụng liên tục nhiều lần; đọc kỹ nhãn cách ly,Khoảng 40.000 - 65.000 VNĐ,IMG/sp223
sp224,CHLORANTRANILIPROLE 200SC,thuoc_tru_sau,Chlorantraniliprole: 200g/lít,Chai 100ml,"Trừ sâu đục thân, sâu cuốn lá, sâu keo mùa thu và sâu đục trái","Thân có lỗ đục, lá cuốn, nõn bắp bị sâu ăn phá","Sâu non đục phá mô cây, khó trị khi đã chui sâu vào thân/trái","Lúa, bắp, rau màu, cây ăn trái",Phun sớm khi trứng nở hoặc sâu tuổi nhỏ,Pha 4-8ml/bình 16 lít; phun đủ nước phủ đều cây,Không lạm dụng một nhóm thuốc; bảo vệ thiên địch bằng phun đúng thời điểm,Khoảng 120.000 - 180.000 VNĐ,IMG/sp224
sp225,CLOTHIANIDIN 16WDG,thuoc_tru_sau,Clothianidin: 16% w/w,Gói 100g,"Trừ rầy, rệp, bọ phấn, bọ trĩ và côn trùng chích hút","Lá xoăn, cây lùn, mật ngọt, nấm bồ hóng",Côn trùng chích hút làm cây mất nhựa và truyền bệnh virus,"Lúa, rau màu, cây ăn trái, hoa",Khi côn trùng chích hút mới xuất hiện,Pha 5-10g/bình 16 lít; phun kỹ mặt dưới lá và đọt non,Độc với ong; tránh phun lúc hoa nở rộ; tuân thủ nhãn,Khoảng 60.000 - 95.000 VNĐ,IMG/sp225
sp226,NITENPYRAM 50SG,thuoc_tru_sau,Nitenpyram: 50% w/w,Gói 50g,"Trừ rầy nâu, rệp mềm, bọ phấn, tác động nhanh lên côn trùng chích hút","Rầy/rệp bám dày, lá vàng, đọt chùn, mật ngọt trên lá",Côn trùng chích hút bùng phát do thời tiết nóng ẩm hoặc ruộng/vườn rậm,"Lúa, rau màu, cây ăn trái, hoa kiểng","Khi mật số rầy rệp tăng nhanh, cần hạ mật số sớm",Pha 3-5g/bình 16 lít; phun kỹ nơi rầy/rệp tập trung,Luân phiên với nhóm khác để tránh kháng thuốc; không phun gần nguồn nước,Khoảng 70.000 - 110.000 VNĐ,IMG/sp226
sp227,THIACLOPRID 240SC,thuoc_tru_sau,Thiacloprid: 240g/lít,Chai 100ml,"Trừ bọ xít muỗi, rệp, bọ phấn và một số sâu chích hút","Đọt non héo, trái có vết chích, lá xoăn nhẹ","Côn trùng chích hút gây hại mô non, hoa và trái non","Điều, ca cao, xoài, rau màu, cây ăn trái","Giai đoạn ra đọt, ra hoa, trái non khi thấy đối tượng gây hại",Pha 10-15ml/bình 16 lít; phun đều tán cây,Không phun quá gần thu hoạch; mang bảo hộ khi pha phun,Khoảng 80.000 - 120.000 VNĐ,IMG/sp227
sp228,FENPYROXIMATE 5SC,thuoc_tru_sau,Fenpyroximate: 50g/lít,Chai 100ml,"Đặc trị nhện đỏ, nhện vàng trên rau, hoa và cây ăn trái","Lá có chấm vàng li ti, mặt dưới có nhện, lá khô sớm",Nhện phát triển mạnh trong điều kiện khô nóng và ít mưa,"Cam quýt, dưa, ớt, hoa, chè, cây ăn trái",Khi phát hiện nhện trưởng thành và nhện non trên lá,Pha 10-15ml/bình 16 lít; phun kỹ mặt dưới lá,Luân phiên thuốc diệt nhện; không phun khi cây thiếu nước nặng,Khoảng 95.000 - 145.000 VNĐ,IMG/sp228
sp229,HEXYTHIAZOX 5EC,thuoc_tru_sau,Hexythiazox: 50g/lít,Chai 100ml,"Trừ trứng và nhện non, giúp cắt vòng đời nhện đỏ","Lá lấm tấm vàng, nhiều trứng nhện ở mặt dưới lá","Nhện đỏ sinh sản nhanh, trứng tồn tại nhiều trong tán lá","Cam quýt, chè, hoa, dưa, ớt, cây ăn trái","Phun sớm khi thấy trứng và nhện non, trước khi bùng phát",Pha 10-15ml/bình 16 lít; phun lặp lại theo áp lực nhện,Không hiệu quả mạnh với nhện trưởng thành; nên phối/luân phiên đúng nhãn,Khoảng 90.000 - 135.000 VNĐ,IMG/sp229
sp230,PYRIDABEN 20WP,thuoc_tru_sau,Pyridaben: 20% w/w,Gói 100g,"Trừ nhện đỏ, bọ phấn và một số côn trùng nhỏ","Lá vàng chấm, mặt dưới có nhện; bọ phấn bay khi rung cây",Nhện/bọ phấn phát sinh mạnh khi thời tiết khô nóng,"Dưa, ớt, cà chua, hoa, cam quýt",Khi mật số nhện hoặc bọ phấn ở mức thấp đến trung bình,Pha 10-15g/bình 16 lít; phun kỹ tán lá,Không phun liên tục nhiều lần; tránh để thuốc chảy xuống ao hồ,Khoảng 60.000 - 95.000 VNĐ,IMG/sp230
sp231,PYRIPROXYFEN 10EC,thuoc_tru_sau,Pyriproxyfen: 100g/lít,Chai 100ml,"Ức chế sinh trưởng côn trùng, quản lý bọ phấn, rệp sáp, rệp vảy non","Bọ phấn, rệp non xuất hiện nhiều, lá dính mật và bồ hóng","Côn trùng chích hút sinh sản liên tục, trứng và ấu trùng bám dưới lá","Cam quýt, xoài, rau màu, hoa, cây cảnh","Khi thấy nhiều trứng/ấu trùng non, trước khi mật số bùng phát",Pha 10-15ml/bình 16 lít; phun kỹ mặt dưới lá và kẽ cành,Hiệu lực chậm; cần phun sớm và luân phiên hoạt chất,Khoảng 75.000 - 115.000 VNĐ,IMG/sp231
sp232,SULFOXAFLOR 50WG,thuoc_tru_sau,Sulfoxaflor: 50% w/w,Gói 50g,"Trừ rệp, rầy, bọ phấn bằng cơ chế mới, phù hợp quản lý kháng thuốc","Lá xoăn, cây lùn, rệp/bọ phấn bám mặt dưới lá",Côn trùng chích hút kháng một số nhóm thuốc cũ hoặc bùng phát nhanh,"Rau màu, bông, cây ăn trái, hoa","Khi đối tượng mới phát sinh, ưu tiên phun ổ dịch",Pha 2-4g/bình 16 lít; phun đều tán và mặt dưới lá,Tránh phun khi ong đang hoạt động; tuân thủ cách ly,Khoảng 120.000 - 180.000 VNĐ,IMG/sp232
sp233,FLONICAMID 50WG,thuoc_tru_sau,Flonicamid: 50% w/w,Gói 50g,"Ngăn côn trùng chích hút ăn, trừ rệp mềm, rầy và bọ phấn","Rệp tập trung ở đọt non, lá xoăn, mật ngọt bám trên lá",Côn trùng hút nhựa phát triển nhanh trên mô non,"Dưa, ớt, rau màu, cây ăn trái, hoa","Khi rệp/rầy mới xuất hiện, trước khi mật số cao",Pha 3-5g/bình 16 lít; phun kỹ phần non của cây,Tác động không làm chết ngay lập tức; theo dõi sau 2-3 ngày,Khoảng 95.000 - 145.000 VNĐ,IMG/sp233
sp234,BIFENTHRIN 10EC,thuoc_tru_sau,Bifenthrin: 100g/lít,Chai 250ml,"Trừ kiến, mối, bọ xít, sâu ăn lá và một số côn trùng đất","Cây con bị cắn gốc, bọ xít chích trái, sâu ăn lá xuất hiện",Côn trùng gây hại ngoài tán hoặc trong đất phát sinh theo mùa,"Rau màu, cây ăn trái, mía, vườn ươm",Khi phát hiện sâu/bọ xít/mối kiến gây hại,Pha 15-25ml/bình 16 lít; phun hoặc xử lý gốc theo nhãn,Không phun gần thủy sản; bảo hộ đầy đủ vì nhóm cúc tổng hợp dễ gây kích ứng,Khoảng 65.000 - 105.000 VNĐ,IMG/sp234
sp235,DELTAMETHRIN 2.5EC,thuoc_tru_sau,Deltamethrin: 25g/lít,Chai 100ml,"Trừ sâu ăn lá, bọ xít, sâu khoang, bọ nhảy trên rau màu","Lá bị thủng, bọ nhảy cắn lỗ nhỏ, sâu non xuất hiện mặt dưới lá",Côn trùng miệng nhai phát sinh mạnh khi thời tiết khô,"Rau cải, đậu, bắp, cây ăn trái, hoa",Khi sâu tuổi nhỏ hoặc bọ nhảy mới phát sinh,Pha 10-15ml/bình 16 lít; phun chiều mát,Có thể ảnh hưởng thiên địch; không lạm dụng trong IPM,Khoảng 30.000 - 50.000 VNĐ,IMG/sp235
sp236,METHOXYFENOZIDE 240SC,thuoc_tru_sau,Methoxyfenozide: 240g/lít,Chai 100ml,"Ức chế lột xác sâu non, hiệu quả với sâu bộ cánh vảy","Sâu ăn lá non, lá bị khuyết, mật số sâu tăng sau mưa","Trứng sâu nở liên tục, sâu tuổi nhỏ ăn phá trên lá","Rau màu, bắp, cây ăn trái, hoa",Phun khi thấy trứng hoặc sâu non tuổi nhỏ,Pha 8-12ml/bình 16 lít; phun đều tán lá,Tác động chậm; cần phun sớm và luân phiên hoạt chất,Khoảng 95.000 - 140.000 VNĐ,IMG/sp236
sp237,TEBUFENOZIDE 20SC,thuoc_tru_sau,Tebufenozide: 200g/lít,Chai 100ml,Trừ sâu non bằng cơ chế kích thích lột xác bất thường,"Lá bị sâu ăn, sâu non còn nhỏ tập trung trên búp/lá non",Sâu bộ cánh vảy phát sinh trong giai đoạn cây ra đọt hoặc rau non,"Rau cải, đậu, cây ăn trái, bắp","Khi sâu tuổi 1-2, trước khi gây hại nặng",Pha 10-15ml/bình 16 lít; phun ướt đều mặt lá,Không dùng khi sâu đã quá lớn; tuân thủ cách ly,Khoảng 70.000 - 110.000 VNĐ,IMG/sp237
sp238,NOVALURON 10EC,thuoc_tru_sau,Novaluron: 100g/lít,Chai 100ml,"Ức chế tổng hợp chitin, trừ sâu non và trứng mới nở","Sâu non ăn lá kéo dài, lá non bị thủng và cuốn",Sâu non phát triển liên tục trong điều kiện thời tiết thuận lợi,"Rau màu, dưa, ớt, cây ăn trái, hoa",Phun khi sâu tuổi nhỏ hoặc mới thấy trứng nở,Pha 10-15ml/bình 16 lít; phun lại sau mưa nếu cần,Hiệu lực chậm; không phun khi sâu đã quá lớn nếu cần hạ mật số nhanh,Khoảng 80.000 - 120.000 VNĐ,IMG/sp238
sp239,BACILLUS THURINGIENSIS AIZAWAI,thuoc_tru_sau,Bacillus thuringiensis var. aizawai: 35.000 IU/mg,Gói 100g,"Trừ sâu tơ, sâu khoang, sâu xanh theo hướng sinh học","Lá rau bị ăn khuyết, sâu non nhỏ xuất hiện nhiều","Sâu non bộ cánh vảy ăn lá, nhất là trên rau cải","Rau cải, bắp cải, rau an toàn, hoa","Khi sâu tuổi nhỏ, phun chiều mát để tăng hiệu quả",Pha 20-30g/bình 16 lít; phun 2 lần cách 5-7 ngày,Không pha với thuốc sát khuẩn mạnh; an toàn hơn nhưng vẫn cần bảo hộ,Khoảng 50.000 - 80.000 VNĐ,IMG/sp239
sp240,NEEM OIL 1500ppm AZADIRACHTIN,thuoc_tru_sau,Azadirachtin: 1500ppm; dầu neem và chất nhũ hóa,Chai 500ml,"Xua đuổi và ức chế sâu rầy, rệp, bọ trĩ theo hướng sinh học","Lá non bị chích hút, rệp/bọ trĩ xuất hiện rải rác",Côn trùng nhỏ phát sinh sớm trên đọt non và hoa,"Rau hữu cơ, hoa, cây ăn trái, cây cảnh",Khi mật số sâu rệp thấp hoặc dùng phòng trong IPM,"Pha 20-40ml/bình 16 lít; phun chiều mát, lặp lại sau 5-7 ngày",Không phun lúc nắng gắt; thử trước trên cây mẫn cảm với dầu,Khoảng 95.000 - 150.000 VNĐ,IMG/sp240
sp241,AZOXYSTROBIN + DIFENOCONAZOLE,thuoc_tru_benh,Azoxystrobin: 200g/lít; Difenoconazole: 125g/lít,Chai 100ml,"Phòng trị thán thư, đốm lá, phấn trắng và rỉ sắt phổ rộng","Lá đốm nâu, trái có vết lõm đen, mặt lá có phấn trắng","Nấm bệnh phát triển khi ẩm độ cao, tán rậm và sau mưa","Xoài, thanh long, rau màu, cà phê, cây ăn trái",Khi bệnh mới chớm hoặc phun phòng trước mưa,Pha 8-12ml/bình 16 lít; phun 2 lần cách 7-10 ngày,Luân phiên nhóm thuốc; tuân thủ thời gian cách ly,Khoảng 120.000 - 180.000 VNĐ,IMG/sp241
sp242,TEBUCONAZOLE + TRICYCLAZOLE,thuoc_tru_benh,Tebuconazole: 20%; Tricyclazole: 40%; dạng WP/WG,Gói 100g,"Đặc trị đạo ôn, lem lép hạt và một số bệnh nấm trên lúa","Lá lúa có vết hình thoi, cổ bông thâm, hạt lem đen","Nấm đạo ôn và nấm hại hạt phát sinh khi ẩm, sương mù, bón thừa đạm",Lúa,"Giai đoạn đẻ nhánh, làm đòng, trước trổ và sau trổ",Pha 10-15g/bình 16 lít; phun đủ lượng nước cho ruộng lúa,Không bón thừa đạm; luân phiên hoạt chất để giảm kháng,Khoảng 60.000 - 95.000 VNĐ,IMG/sp242
sp243,TRICYCLAZOLE 75WP,thuoc_tru_benh,Tricyclazole: 75% w/w,Gói 100g,"Phòng trị bệnh đạo ôn lá, đạo ôn cổ bông trên lúa","Vết bệnh hình thoi trên lá, cổ bông thâm đen, bông lép trắng","Nấm Pyricularia phát triển trong điều kiện ẩm lạnh, sương mù",Lúa,Khi bệnh chớm trên lá hoặc phun phòng trước trổ,Pha 8-12g/bình 16 lít; phun 2 lần nếu áp lực bệnh cao,Không phun trễ khi bệnh đã cháy nặng; kết hợp giống kháng và bón cân đối,Khoảng 50.000 - 80.000 VNĐ,IMG/sp243
sp244,ISOPROTHIOLANE 40EC,thuoc_tru_benh,Isoprothiolane: 400g/lít,Chai 500ml,"Phòng trị đạo ôn, hỗ trợ lúa khỏe trong giai đoạn mẫn cảm","Lá lúa đốm hình thoi, cổ bông bị thâm, năng suất giảm","Nấm đạo ôn phát sinh khi ruộng rậm, đạm cao, ẩm độ lớn",Lúa,"Giai đoạn đẻ nhánh, làm đòng và trước trổ",Pha 20-30ml/bình 16 lít; phun đều ruộng,Không bón dư đạm sau xử lý; tuân thủ hướng dẫn nhãn,Khoảng 90.000 - 135.000 VNĐ,IMG/sp244
sp245,KRESOXIM-METHYL 50WG,thuoc_tru_benh,Kresoxim-methyl: 50% w/w,Gói 100g,"Phòng trị phấn trắng, đốm lá, thán thư và bệnh trên hoa trái","Lớp phấn trắng trên lá, vết đốm nâu, trái đốm nhẹ",Nấm bệnh phát triển khi tán cây ẩm và thông thoáng kém,"Nho, dưa, hoa hồng, xoài, rau màu",Khi bệnh mới chớm hoặc phun phòng trước điều kiện thuận lợi cho bệnh,Pha 5-8g/bình 16 lít; phun phủ đều hai mặt lá,Không dùng liên tục nhóm strobilurin; tránh phun lúc gió mạnh,Khoảng 95.000 - 145.000 VNĐ,IMG/sp245
sp246,METCONAZOLE 90SL,thuoc_tru_benh,Metconazole: 90g/lít,Chai 100ml,"Trừ rỉ sắt, đốm lá, phấn trắng, lem lép hạt","Ổ rỉ màu cam nâu, lá cháy đốm, hạt lem đen",Nấm bệnh phát sinh trong mùa mưa hoặc ruộng/vườn ẩm,"Lúa, cà phê, đậu, rau màu, cây ăn trái","Khi bệnh mới xuất hiện, trước giai đoạn ra hoa/trổ",Pha 10-15ml/bình 16 lít; phun đều vùng bệnh,Luân phiên hoạt chất triazole; không lạm dụng nhiều lần liên tiếp,Khoảng 75.000 - 115.000 VNĐ,IMG/sp246
sp247,MYCLOBUTANIL 10WP,thuoc_tru_benh,Myclobutanil: 10% w/w,Gói 100g,"Đặc trị phấn trắng, rỉ sắt và một số bệnh đốm lá","Mặt lá có bột trắng, lá xoăn, ổ rỉ nâu trên lá",Nấm phấn trắng/rỉ sắt phát triển khi ẩm độ dao động và tán rậm,"Nho, dưa, hoa hồng, rau màu, cây ăn trái","Khi bệnh mới chớm, nhất là thời tiết có sương đêm",Pha 10-20g/bình 16 lít; phun 2 lần cách 7 ngày,Không phun quá liều trên lá non; tuân thủ thời gian cách ly,Khoảng 55.000 - 85.000 VNĐ,IMG/sp247
sp248,PENCONAZOLE 100EC,thuoc_tru_benh,Penconazole: 100g/lít,Chai 100ml,"Trừ phấn trắng, đốm lá, rỉ sắt trên cây trồng cạn","Lá phủ phấn trắng, chồi non xoăn, đốm lá nâu","Nấm bệnh phát triển khi trời mát ẩm, tán rậm","Dưa, nho, hoa hồng, rau màu, cây ăn trái",Khi bệnh xuất hiện 5-10% diện tích lá,Pha 10-15ml/bình 16 lít; phun kỹ mặt lá,Không dùng liên tục; tránh pha với thuốc kiềm mạnh,Khoảng 60.000 - 90.000 VNĐ,IMG/sp248
sp249,FLUTRIAFOL 250SC,thuoc_tru_benh,Flutriafol: 250g/lít,Chai 100ml,"Trị rỉ sắt, đốm lá, phấn trắng, bệnh trên ngũ cốc và cây công nghiệp","Ổ rỉ vàng cam, lá đốm cháy, cây giảm quang hợp",Nấm rỉ sắt và nấm đốm lá phát sinh trong mùa ẩm,"Cà phê, lúa mì/bắp theo nhãn, đậu, rau màu","Khi bệnh mới chớm, trước khi lan rộng toàn tán",Pha 8-12ml/bình 16 lít; phun đều tán cây,Luân phiên nhóm thuốc; dùng đúng cây trồng ghi trên nhãn,Khoảng 70.000 - 110.000 VNĐ,IMG/sp249
sp250,CYPRODINIL + FLUDIOXONIL,thuoc_tru_benh,"Cyprodinil: 37,5%; Fludioxonil: 25%; dạng WG",Gói 100g,"Trị thối hoa, mốc xám, thối trái và bệnh sau thu hoạch","Hoa mốc xám, trái mềm thối, vết bệnh có lớp nấm xám",Nấm Botrytis và nấm thối trái phát triển trong điều kiện ẩm,"Dâu tây, nho, cà chua, hoa, rau nhà màng","Giai đoạn hoa, trái non, trước/sau mưa hoặc ẩm kéo dài",Pha 8-12g/bình 16 lít; phun kỹ hoa và chùm trái,"Tăng thông gió, giảm ẩm; tuân thủ cách ly",Khoảng 160.000 - 240.000 VNĐ,IMG/sp250
sp251,CAPTAN 50WP,thuoc_tru_benh,Captan: 50% w/w,Gói 500g,"Phòng trị thối trái, đốm lá, nấm hại cây con và xử lý hạt giống","Cây con chết rạp, trái thối mềm, lá đốm nâu","Nấm tồn tại trên hạt, đất hoặc tàn dư cây bệnh","Rau màu, cây ăn trái, hoa, vườn ươm","Bón/xử lý trước gieo trồng, phun phòng mùa mưa",Pha 20-30g/bình 16 lít; xử lý hạt theo nhãn,Mang khẩu trang khi pha bột; không phối tùy tiện với dầu,Khoảng 85.000 - 130.000 VNĐ,IMG/sp251
sp252,ZIRAM 80WP,thuoc_tru_benh,Ziram: 80% w/w,Gói 500g,"Thuốc tiếp xúc phòng bệnh đốm lá, thán thư, ghẻ trái","Lá đốm nâu, trái có vết sẹo, bệnh phát sau mưa",Bào tử nấm lan truyền qua nước mưa và gió trong vườn rậm,"Xoài, cam quýt, nho, rau màu, cây ăn trái",Phun phòng trước mưa hoặc khi bệnh mới xuất hiện,Pha 20-30g/bình 16 lít; phun phủ đều bề mặt cây,Không hít bụi thuốc; tuân thủ thời gian cách ly,Khoảng 80.000 - 120.000 VNĐ,IMG/sp252
sp253,METIRAM 80WG,thuoc_tru_benh,Metiram: 80% w/w dạng hạt phân tán,Gói 1kg,"Phòng trị sương mai, đốm lá, thán thư bằng tác động tiếp xúc","Lá có vết bệnh lan sau mưa, mặt dưới có mốc nhẹ","Nấm phát tán bào tử khi mưa ẩm, ruộng/vườn thông thoáng kém","Khoai tây, cà chua, dưa, nho, cây ăn trái","Phun phòng định kỳ mùa mưa, trước khi bệnh bùng phát",Pha 25-40g/bình 16 lít; phun ướt đều tán,Không phun ngược chiều gió; bảo quản xa thực phẩm,Khoảng 95.000 - 145.000 VNĐ,IMG/sp253
sp254,PROPAMOCARB HYDROCHLORIDE 722SL,thuoc_tru_benh,Propamocarb hydrochloride: 722g/lít,Chai 100ml,"Trị thối rễ, chết cây con, sương mai do nấm giả","Cây con rũ, gốc thối, lá úng nước và héo nhanh","Pythium, Phytophthora phát triển trong đất/giá thể quá ẩm","Dưa, cà chua, rau màu, vườn ươm, hoa",Xử lý giá thể trước trồng hoặc khi bệnh mới chớm,Pha 15-25ml/bình 16 lít tưới gốc hoặc phun theo nhãn,Cải thiện thoát nước; không tưới quá ẩm sau xử lý,Khoảng 95.000 - 145.000 VNĐ,IMG/sp254
sp255,BENOMYL 50WP,thuoc_tru_benh,Benomyl: 50% w/w,Gói 100g,"Trừ nấm lưu dẫn: thán thư, đốm lá, héo rũ, nấm hạt giống","Lá đốm nâu, cây héo rũ, trái thán thư lõm đen","Nấm bệnh tồn tại trong đất, hạt giống hoặc tàn dư cây trồng","Rau màu, cây ăn trái, hoa, đậu",Khi bệnh mới chớm hoặc xử lý giống theo nhãn,Pha 10-20g/bình 16 lít; tưới gốc theo khuyến cáo từng cây,Luân phiên hoạt chất; không lạm dụng nhóm benzimidazole,Khoảng 45.000 - 70.000 VNĐ,IMG/sp255
sp256,COPPER SULFATE PENTAHYDRATE,thuoc_tru_benh,CuSO4.5H2O; Đồng Cu: 25%; dạng tinh thể,Gói 1kg,"Sát khuẩn, xử lý rêu tảo, hỗ trợ phòng bệnh gốc đồng khi dùng đúng kỹ thuật","Rêu tảo trong mương tưới, vết bệnh vi khuẩn ngoài bề mặt",Vi khuẩn/nấm bề mặt và tảo phát triển trong môi trường ẩm,"Vườn cây ăn trái, ao/mương tưới theo khuyến cáo kỹ thuật",Khi cần vệ sinh nguồn nước/thiết bị hoặc phòng bệnh gốc đồng theo quy trình,Pha theo hướng dẫn chuyên môn; không dùng tùy tiện trên lá non,Đồng sulfate có thể gây độc cây/thủy sinh nếu quá liều; dùng rất thận trọng,Khoảng 70.000 - 110.000 VNĐ,IMG/sp256
sp257,BORDEAUX MIXTURE WP,thuoc_tru_benh,Hỗn hợp Copper sulfate và vôi; Đồng hữu hiệu khoảng 20%,Gói 500g,"Phòng bệnh loét, ghẻ, thán thư, rong rêu trên thân cành","Vỏ cây có rêu, lá/trái có vết sẹo, bệnh lan sau mưa","Nấm/vi khuẩn bám bề mặt phát triển khi vườn ẩm, tán rậm","Cam quýt, xoài, cà phê, cây ăn trái lâu năm","Sau cắt tỉa, đầu mùa mưa, sau mưa lớn",Pha 20-30g/bình 16 lít; phun thân cành và tán già,Có thể xót lá non; không pha với phân bón lá nhạy cảm,Khoảng 65.000 - 100.000 VNĐ,IMG/sp257
